added_time,address,area,avenue,crawl_time,fang_subway_ex,floor,house_orientation,housing_units,img_url,info,location,rent,result_kanfang,title
2017.08.23,"
                                    ",86,电影华苑,1505316916.863381,距离1号线上海体育馆站351米,低区/33层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170607/75912e9d-db6e-415c-99d3-a343c2020942.jpg_600x450.jpg,,徐汇,11000,15,电影华苑，看房方便，上门实勘，生活很便利
2017.08.23,"
                                    ",34,车站新村（普陀）,1505316916.8724842,距离11号线上海西站站221米,高区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170813/7a35d476-d9d2-4ef7-89fc-fd1988fac58a.jpg_600x450.jpg,,普陀,3200,20,有钥匙房源，多次带看，上门实拍，一室小户型
2017.08.23,"
                                    ",41,京浦小区,1505316916.8846679,距离11号线御桥站685米,高区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170825/c23ed34d-6653-427e-97d8-910bbea2f76b.jpg_600x450.jpg,,浦东,3500,19,看房方便，真实在租，一室小户型，人气房源
2017.08.24,"
                                    ",178,汇翠花园,1505316916.893895,距离1号线上海体育馆站349米,中区/34层,朝南北,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170606/c116db47-2a87-47a2-87de-f0d2b7e7837d.jpg_600x450.jpg,,徐汇,15000,11,3房出租，如您所见，好楼层，南北户型
2017.08.24,"
                                    ",63,三林安居苑,1505316916.9062872,距离11号线三林东站244米,中区/6层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170211/c617eec6-477f-485b-9b20-a6992ae99460.jpg_600x450.jpg,,浦东,4600,13,三林安居苑，有钥匙方便看，光线充足，地铁沿线
2017.08.24,"
                                    ",34,寿祥坊,1505316916.915591,距离1号线锦江乐园站991米,中区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170119/3dc197fd-fc55-4daa-9ca3-8552a287eb76.jpg_600x450.jpg,,徐汇,3000,18,好楼层，链家好房，小户型，交通便利
2017.08.24,"
                                    ",94,御上海,1505316916.925123,距离9号线松江大学城站581米,低区/18层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20151130/2f074c21-9a61-4ab2-a358-c9292c2b5292.jpg_600x450.jpg,,松江,4500,19,御上海，简约二室，房型正气，好房好心情
2017.08.24,"
                                    ",81,华山花苑,1505316916.937398,距离11号线交通大学站230米,中区/26层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170825/e36fa9dd-bbb4-4170-854a-fd44531af128.jpg_600x450.jpg,,长宁,8200,17,光线充足，放心好房，地铁沿线，受欢迎好房
2017.08.25,"
                                    ",43,杜鹃园,1505316916.945683,距离12号线虹漕路站877米,中区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170321/66cc0790-856b-48e7-b730-b9d47e1943a4.jpg_600x450.jpg,,徐汇,3500,15,杜鹃园，有钥匙，享受好房，光线充足
2017.08.25,"
                                    ",59,新德公寓,1505316916.958854,距离1号线共康路站604米,低区/6层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170314/5d83a365-bb8b-47c4-aa61-7888be67b9f3.jpg_600x450.jpg,,闸北,4200,16,新德公寓，人气房源，2室1厅1卫，有爱有家
2017.08.25,"
                                    ",64,同济华城,1505316916.967533,距离12号线虹梅路站134米,高区/17层,朝南北,3室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150102/4b8880fe-c740-4df9-850e-ece02a80ce4b.jpg_600x450.jpg,,闵行,6000,17,同济华城，最近看房多，南北直通，舒适三室
2017.08.25,"
                                    ",35,泰东新村（徐汇）,1505316916.977105,距离4号线上海体育场站313米,中区/6层,暂无数据,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160512/39788df9-e9a1-4701-b9ea-b1db3b75a5b2.jpg_600x450.jpg,,徐汇,5500,12,泰东新村，有爱有家，高清大图，地铁沿线
2017.08.25,"
                                    ",51,香楠小区,1505316916.988367,距离2号线广兰路站948米,高区/6层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170829/edc36c8c-ede5-47ab-92cf-da82c3055c26.jpg_600x450.jpg,,浦东,4300,16,香楠小区，人气房源，出行方便，光线棒
2017.08.25,"
                                    ",44,航华四村,1505316917.002012,距离10号线紫藤路站530米,高区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170903/b322524d-3695-433b-89d4-1baef359bae1.jpg_600x450.jpg,,闵行,4000,12,高区景观好，如您所见，看房方便，温馨一室
,"
                                    ",114,上海绿城,1505316917.0128052,距离4号线蓝村路站843米,中区/28层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/2014/0503/755831E6377F4FCB98A155CAE4C6E053.jpg_600x450.jpg,,浦东,0,24,上海绿城，看房客户多，好房待租，链家有钥匙
2017.08.25,"
                                    ",40,康乐小区（徐汇）,1505316917.024996,距离1号线上海南站站860米,中区/6层,朝南,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170421/85f03ea8-d09d-40ae-9668-8cc22e352ea5.jpg_600x450.jpg,,徐汇,3800,21,康乐小区，看房客户多，上门实拍，地铁沿线
2017.08.25,"
                                    ",70,黎安一村,1505316917.0367098,距离12号线七莘路站807米,高区/6层,朝南北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170825/8a3a3f1f-8906-49b6-a4be-6bdf142f31b2.jpg_600x450.jpg,,闵行,4600,12,南北直通，近地铁，适合自住，看房客户多
2017.08.25,"
                                    ",51,保德路1120弄,1505316917.049852,距离1号线共康路站464米,低区/6层,朝南北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160620/f96e6b8e-de7e-4977-ae50-0baa2527bb92.jpg_600x450.jpg,,闸北,3800,35,保德路1120弄，最近看房多，精致户型，低楼层
2017.08.26,"
                                    ",43,国定路555弄,1505316917.0614011,距离10号线江湾体育场站943米,中区/5层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170614/056eacdd-e6c2-415c-9b26-a3d9f3228d26.jpg_600x450.jpg,,杨浦,4100,15,看房方便，看房客户多，空气清新，高清照片
2017.08.21,"
                                    ",60,城南路383号,1505316917.071383,距离2号线川沙站732米,高区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170702/3ba3dd1c-e714-47a5-b089-0e81bdbb66cc.jpg_600x450.jpg,,浦东,2800,17,城南路383号，视野很好，人气房源，2室1厅
2017.08.21,"
                                    ",60,保利西子湾,1505316917.0826461,距离9号线松江大学城站700米,低区/18层,朝南,1室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170822/70859fe3-fe97-4915-ad3d-98ca9e8195be.jpg_600x450.jpg,,松江,3700,26,保利西子湾，最近看房多，1室2厅1卫，上下楼方便
2017.08.21,"
                                    ",48,培育苑,1505316917.092414,距离16号线龙阳路站809米,中区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160828/c2b8d3d2-f212-4932-8f1e-d03b1603ed07.jpg_600x450.jpg,,浦东,4500,22,培育苑，1室1厅1卫，钥匙在店，放心好房
2017.08.21,"
                                    ",64,新福康里（公寓）,1505316917.1094909,距离13号线自然博物馆站443米,低区/8层,朝南,2室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170826/ac84a8c8-8824-4a76-a905-3b374c00e12c.jpg_600x450.jpg,,静安,8500,23,看房客户多，链家好房，附近有地铁，钥匙在链家
2017.08.21,"
                                    ",44,市光三村,1505316917.1182022,距离8号线嫩江路站800米,高区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160710/b9f1fd60-6412-411d-a92a-9ce97f6c7fbc.jpg_600x450.jpg,,杨浦,3500,14,交通方便，1室1厅1卫，高区采光好，看房客户多
2017.08.21,"
                                    ",28,桥一小区,1505316917.130722,距离13号线世博会博物馆站696米,高区/7层,朝北,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170826/7cc40eda-cc99-49f7-b19f-64ce6268eb2e.jpg_600x450.jpg,,黄浦,4600,16,享受好房，实地看房，光线非常好，地铁沿线
2017.08.31,"
                                    ",41,微山新村,1505316917.185961,距离4号线塘桥站243米,中区/5层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170524/3d5727c4-2635-499e-b0d1-e268b25d1333.jpg_600x450.jpg,,浦东,5680,4,看房方便，真实在租，近地铁，实地看房
2017.08.31,"
                                    ",90,古银杏苑,1505316917.194161,距离11号线三林东站714米,低区/18层,朝西南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170716/c4353d54-d33e-471e-9217-063acdb5ff62.jpg_600x450.jpg,,浦东,4500,3,2室2厅，人气房源，真实在租，交通便利
2017.08.31,"
                                    ",65,万源新城,1505316917.210627,距离9号线合川路站551米,低区/11层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170310/56885821-a37e-4005-b61a-274f18bbdf6b.jpg_600x450.jpg,,闵行,6500,7,万源新城，钥匙在链家，交通便利，高清实拍
2017.08.31,"
                                    ",85,恒阳花苑,1505316917.222147,距离8号线鞍山新村站426米,中区/27层,朝南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170831/4c88d2b0-f2d8-4779-a95d-31b442e832d4.jpg_600x450.jpg,,杨浦,8200,9,恒阳花苑，2室2厅1卫，好楼层，一链倾城
2017.08.31,"
                                    ",56,瑞雪大楼,1505316917.232793,距离9号线打浦桥站536米,低区/18层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170902/348c6385-2965-4efa-8f18-f252806eee60.jpg_600x450.jpg,,黄浦,8000,7,实地看房，2室1厅，有爱有家，生活很便利
2017.08.31,"
                                    ",81,白杨小区,1505316917.242576,距离7号线芳华路站915米,低区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161228/1cf440cb-5c87-420d-aed5-52a2ef440a16.jpg_600x450.jpg,,浦东,6000,6,有钥匙房源，链家房源，上下楼方便，实地看房
2017.08.31,"
                                    ",60,平阳新村四街坊,1505316917.260641,距离12号线顾戴路站815米,中区/5层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160327/a7c58ab5-61ce-4ee4-b3e2-d30fc2dab3c5.jpg_600x450.jpg,,闵行,4500,7,平阳新村四街坊，链家好房，有钥匙，精致户型
2017.08.31,"
                                    ",50,洛川中路1100弄,1505316917.272747,距离1号线延长路站988米,高区/6层,朝南北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170901/58b326a1-efa0-4333-b783-1ad03c36a778.jpg_600x450.jpg,,闸北,5300,7,适合自住，交通方便，看房方便，人气房源
2017.08.31,"
                                    ",89,米兰诺贵都,1505316917.285078,距离9号线佘山站417米,中区/19层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160329/8c0ea041-b527-4d71-9d40-5f80553b5f34.jpg_600x450.jpg,,松江,5500,6,人气房源，交通方便，看房有钥匙，光线充足
2017.08.31,"
                                    ",39,三泉路415弄,1505316917.2937212,距离1号线彭浦新村站839米,低区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170111/0d8d2fe7-0839-4bca-88d2-15565d86c05f.jpg_600x450.jpg,,闸北,3600,4,钥匙在店，地铁沿线，高清照片，人气房源
2017.08.31,"
                                    ",90,中银淮海苑,1505316917.308328,距离4号线虹桥路站668米,高区/24层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160908/dcec88c8-5c57-4790-8808-2d8798eaa45d.jpg_600x450.jpg,,长宁,8000,6,有爱有家，视野很好，实地看房，两室户
2017.08.31,"
                                    ",86,绿波城,1505316917.317431,距离2号线创新中路站847米,低区/6层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/f0907e36-8a7d-4dfa-ad99-752fcdeffa81.jpg_600x450.jpg,,浦东,5000,9,低楼层，生活很便利，钥匙在店，一链倾城
2017.09.01,"
                                    ",36,控江二村107弄小区,1505316917.3312461,距离8号线黄兴路站585米,中区/5层,暂无数据,2室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170901/0cbfa38b-cb5a-4e24-9f0b-e33890f7f015.jpg_600x450.jpg,,杨浦,4500,6,高清实拍，简约二室，放心好房，交通方便
2017.09.01,"
                                    ",56,梅园二街坊,1505316917.341332,距离4号线浦东大道站602米,高区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170901/843af626-6fa3-4cab-b487-22c71fec55f4.jpg_600x450.jpg,,浦东,7800,5,实地看房，精致户型，附近有地铁，有钥匙房源
2017.09.01,"
                                    ",109,三湘四季花城,1505316917.3557749,距离9号线松江大学城站526米,低区/18层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161224/82ec9acf-ec84-415d-b870-adab4953d885.jpg_600x450.jpg,,松江,5500,7,三湘四季花城，交通方便，链家有钥匙，人气房源
2017.09.01,"
                                    ",91,万源新城,1505316917.366344,距离9号线合川路站551米,中区/13层,朝南,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170905/6a036f7b-c386-4581-a16a-fb165a3f57d7.jpg_600x450.jpg,,闵行,10000,4,万源新城，改善住房，享受好房，人气房源
2017.09.01,"
                                    ",69,吴兴公寓,1505316917.489268,距离1号线衡山路站441米,低区/20层,朝南北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161112/e4a9b9b2-6142-4b47-b02b-54575a23d42b.jpg_600x450.jpg,,徐汇,8500,10,链家房源，附近有地铁，简约二室，南北通透
2017.09.01,"
                                    ",47,东园一村,1505316917.50293,距离2号线东昌路站323米,高区/24层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170611/126a8213-ec62-4c2e-980d-1c8fb9e53a3a.jpg_600x450.jpg,,浦东,6500,4,东园一村，好房待租，采光棒，交通方便
2017.08.27,"
                                    ",86,静安新城（四区）,1505316917.515038,距离9号线合川路站802米,中区/24层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170827/ed5b1116-747a-4cf0-adfc-740baf38f91d.jpg_600x450.jpg,,闵行,6700,7,有钥匙房源，实地看房，2室1厅1卫，好房好心情
2017.08.27,"
                                    ",77,寿祥坊,1505316917.523277,距离1号线锦江乐园站991米,低区/18层,朝南北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160410/1286e7e2-38bb-462b-bd9b-6b4abe3196db.jpg_600x450.jpg,,徐汇,5800,6,寿祥坊，精致户型，地铁沿线，实地看房
2017.08.27,"
                                    ",69,共富四村,1505316917.535363,距离1号线共富新村站915米,低区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160614/7be9c00b-68e9-46b9-8137-912b23324b07.jpg_600x450.jpg,,宝山,4000,11,2室1厅1卫，实地看房，上下楼方便，钥匙房
2017.08.27,"
                                    ",41,上南七村,1505316917.544418,距离6号线东明路站755米,高区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170827/8c40a6fb-7230-4818-a280-bd67bbfcc7bd.jpg_600x450.jpg,,浦东,3800,4,视野开阔，钥匙在店，近地铁，好房好心情
2017.08.27,"
                                    ",52,红旗四街坊,1505316917.557379,距离5号线华宁路站697米,中区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170212/6a3da7fa-8e92-4caf-aae1-4e90f8aec10e.jpg_600x450.jpg,,闵行,2100,6,红旗四街坊，高清大图，真实在租，实地看房
2017.08.27,"
                                    ",43,通河一村,1505316917.566015,距离1号线通河新村站788米,高区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170827/bd337d9b-1e1d-476a-8b43-93568c2471b8.jpg_600x450.jpg,,宝山,2600,9,通河一村，人气房源，链家房源，有钥匙方便看
2017.08.27,"
                                    ",72,凌兆新村,1505316917.575714,距离6号线灵岩南路站410米,低区/6层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170827/e1b78fc1-5364-4e05-bf55-bbcf8c807143.jpg_600x450.jpg,,浦东,4800,8,凌兆新村，低楼层，人气房源，南北通透
2016.09.19,"
                                    ",54,振华里小区,1505316917.589855,距离13号线新天地站146米,高区/3层,朝南,1室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160717/31465ced-d9c0-4a24-8b5d-8525eb019ac1.jpg_600x450.jpg,,黄浦,0,6,人气房源，高清实拍，有钥匙方便看，真实在租
2017.09.02,"
                                    ",61,明月坊,1505316917.5994,距离12号线宁国路站539米,低区/34层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170902/9d741ca4-5bb2-4d54-bb6c-dca45cfd2771.jpg_600x450.jpg,,杨浦,6000,15,两室户，受欢迎好房，交通方便，低区出入方便
2017.09.02,"
                                    ",95,国权北路413弄,1505316917.608449,距离3号线殷高西路站617米,高区/6层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170902/4c774183-b51b-4a26-95fa-be5bd2a3242a.jpg_600x450.jpg,,宝山,4800,14,国权北路413弄，采光好，钥匙在链家，多次带看
2017.08.30,"
                                    ",96,桂平小区,1505316917.6185899,距离12号线虹漕路站590米,低区/6层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170901/0cee5c64-e593-4083-8b3b-83be1f73e62d.jpg_600x450.jpg,,徐汇,6000,13,桂平小区，多次带看，低楼层，看房方便
2017.08.30,"
                                    ",34,北蒙三小区,1505316917.630373,距离9号线马当路站381米,高区/7层,暂无数据,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150923/096b04c0-fda3-4745-ba4d-59cf48e3d46a.jpg_600x450.jpg,,黄浦,4100,22,北蒙三小区，温馨之家，附近有地铁，光线棒
2017.08.31,"
                                    ",63,博山小区,1505316917.6386108,距离6号线北洋泾路站795米,中区/25层,朝西南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170731/0e43f385-7248-463d-9b95-1a46b37fdc64.jpg_600x450.jpg,,浦东,4500,20,博山小区，真实在租，生活很便利，高清照片
2017.08.31,"
                                    ",36,市京一村,1505316917.6525052,距离8号线市光路站822米,高区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160709/0eccb6f2-8583-4833-9dcf-f46d65c23442.jpg_600x450.jpg,,杨浦,3500,16,市京一村，高清实拍，地铁沿线，温馨一室
2017.08.31,"
                                    ",35,漕泾一村,1505316917.6642299,距离12号线桂林公园站745米,中区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160123/3b643245-5048-4c55-84ff-b4afb7d76623.jpg_600x450.jpg,,徐汇,3800,25,漕泾一村，1室1厅1卫，看房客户多，上门实勘
2017.09.01,"
                                    ",75,清涧四街坊,1505316917.88177,距离11号线李子园站988米,高区/6层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170902/60834ea3-4fe1-4b3e-bd7c-bf1da48b5027.jpg_600x450.jpg,,普陀,4100,6,清涧四街坊，光线棒，交通便利，链家房源
2017.08.30,"
                                    ",54,灵新小区,1505316917.892834,距离3号线大柏树站427米,中区/6层,朝南,2室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161106/7065d07f-dc37-4794-908a-f94bd9a193d1.jpg_600x450.jpg,,虹口,5500,9,放心好房，2室0厅1卫，高清大图，附近有地铁
2017.08.30,"
                                    ",48,潍坊三村,1505316917.991037,距离9号线商城路站848米,中区/5层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170830/7a3913f5-56f2-4b53-8b2b-b2ffe81e4a5f.jpg_600x450.jpg,,浦东,6100,5,2室1厅，上门实拍，链家有钥匙，人气房源
2017.08.30,"
                                    ",149,虹桥乐庭,1505316918.003943,距离4号线虹桥路站611米,中区/29层,暂无数据,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150113/fdc76530-917b-4bc0-a0af-5971e354fef2.jpg_600x450.jpg,,徐汇,15000,3,虹桥乐庭，看房方便，真实在租，高清实拍
2017.09.01,"
                                    ",32,蒙西小区,1505316918.016264,距离9号线马当路站256米,中区/7层,朝西北,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170903/5e5f435b-5aff-4cf2-a9f6-2ff69218492d.jpg_600x450.jpg,,黄浦,4600,9,交通便利，高清实拍，钥匙在链家，空气清新
2017.08.30,"
                                    ",57,华东花苑,1505316918.025242,距离1号线上海南站站779米,高区/7层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160602/6060c316-fb03-4592-86ac-d720a8190a91.jpg_600x450.jpg,,徐汇,5000,6,高区景观好，链家好房，高清实拍，2室1厅1卫
2017.08.30,"
                                    ",69,古北嘉年华庭,1505316918.03637,距离10号线宋园路站498米,高区/9层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170830/ab13f963-68f5-4456-b39a-292e6c57abd1.jpg_600x450.jpg,,长宁,10500,9,古北嘉年华庭，实地看房，温馨之家，近地铁
2017.08.30,"
                                    ",41,康宁坊,1505316918.045238,距离1号线上海南站站467米,高区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160616/3ae121e6-8ca3-4ec0-a5f8-c66e358fbaff.jpg_600x450.jpg,,徐汇,3450,6,地铁沿线，上门实勘，钥匙房，高区景观房
2017.08.30,"
                                    ",54,大华锦绣华城（二街区）,1505316918.0588748,距离7号线杨高南路站709米,高区/24层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160828/01cd3c1b-0837-4f4b-8059-51d629b0987a.jpg_600x450.jpg,,浦东,5300,14,大华锦绣华城，看房有钥匙，温馨一室，人气房源
2017.08.30,"
                                    ",158,浦江名邸,1505316918.0677052,距离4号线临平路站673米,中区/31层,暂无数据,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170830/b31dd559-ee88-4ffa-9484-3e83c98c613b.jpg_600x450.jpg,,虹口,15300,3,近地铁，真实在租，好楼层，实地看房
2017.08.30,"
                                    ",95,复元坊,1505316918.079232,距离8号线中兴路站454米,低区/20层,暂无数据,3室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170901/6c1cf4e9-0045-4bf4-a70f-2cb41a1dbc23.jpg_600x450.jpg,,闸北,7500,6,好房待租，上门实拍，3室1厅，地铁沿线
2017.08.30,"
                                    ",51,高桥二村,1505316918.093023,距离6号线港城路站928米,中区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170901/1a051cd3-c849-4ba5-9fa7-6827a8593e7b.jpg_600x450.jpg,,浦东,3200,3,高桥二村，2室1厅1卫，人气房源，钥匙房
2017.08.30,"
                                    ",91,天山公寓,1505316918.101673,距离2号线威宁路站620米,低区/18层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170724/f8bc2976-d3ae-4001-bec4-a30ce822af58.jpg_600x450.jpg,,长宁,8500,3,天山公寓，钥匙在店，2室2厅1卫，实地看房
2017.08.30,"
                                    ",120,美丽星城,1505316918.112844,距离9号线九亭站871米,高区/12层,暂无数据,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170901/749b3f3e-4ee6-4125-ac6b-151f0505bfed.jpg_600x450.jpg,,松江,5500,4,美丽星城，地铁沿线，实地看房，看房方便
2017.08.30,"
                                    ",38,桥一小区,1505316918.1323352,距离13号线世博会博物馆站696米,高区/7层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170830/8d429d50-0597-4f11-aab1-391ea005c54b.jpg_600x450.jpg,,黄浦,6800,8,高清照片，好房待租，附近有地铁，钥匙在链家
2017.08.30,"
                                    ",93,毕加索小镇（一期）（公寓）,1505316918.144084,距离2号线唐镇站859米,中区/8层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161014/422116fb-116d-48a1-b317-3f1dfd0665f4.jpg_600x450.jpg,,浦东,5800,6,毕加索小镇，附近有地铁，好楼层，高清照片
2017.08.30,"
                                    ",88,古美西路316弄,1505316918.1535301,距离1号线莲花路站731米,中区/6层,朝南北,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160119/fafa4682-4267-4a3d-950e-f1c54b21da39.jpg_600x450.jpg,,闵行,6400,9,古美西路316弄，人气房源，好房待租，交通便利
2017.08.30,"
                                    ",61,四和花园,1505316918.1634061,距离7号线静安寺站642米,高区/24层,朝西南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160806/78f08ddf-8eeb-4dfa-83e9-d32083b9ff6b.jpg_600x450.jpg,,静安,7500,10,高清照片，出行方便，好房待租，闹中取静
2017.08.31,"
                                    ",74,民悦苑,1505316918.173256,距离1号线通河新村站368米,中区/6层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20151019/23f26027-30bb-47f4-ae2f-6e0d961f3796.jpg_600x450.jpg,,宝山,5200,7,民悦苑，链家好房，上门实勘，有钥匙房源
2017.08.31,"
                                    ",52,潍坊七村,1505316918.1889439,距离4号线世纪大道站712米,中区/6层,朝南北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170831/a1ac872b-ef12-459b-8357-ec7dded25fdd.jpg_600x450.jpg,,浦东,5500,5,潍坊七村，人气房源，享受好房，精致户型
2017.08.29,"
                                    ",64,大华二村,1505316918.197603,距离7号线大华三路站691米,中区/6层,朝南北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160402/be389ac4-eddb-4ffa-a739-40d9b97338e7.jpg_600x450.jpg,,宝山,6000,8,大华二村，实地看房，2室1厅1卫，放心好房
2017.08.29,"
                                    ",75,寿祥坊,1505316918.207871,距离1号线锦江乐园站991米,高区/6层,朝南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161115/3f7acfb2-ce30-4f8a-9690-0482600db453.jpg_600x450.jpg,,徐汇,6600,6,寿祥坊，高区采光好，人气房源，放心好房
2017.08.29,"
                                    ",85,新华南园大厦,1505316918.21782,距离4号线大木桥路站667米,中区/31层,朝东北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170829/f17f278d-14a3-4aff-b295-ea4138f6816a.jpg_600x450.jpg,,黄浦,8500,10,新华南园大厦，人气房源，生活很便利，钥匙在店
2017.08.29,"
                                    ",95,新湖云庭,1505316918.2302568,距离4号线大木桥路站334米,高区/23层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170716/e82eb090-1408-416a-a8bf-773ff2232831.jpg_600x450.jpg,,徐汇,9500,14,新湖云庭，实地看房，地铁沿线，有钥匙
2017.08.29,"
                                    ",49,曹杨二村,1505316918.243032,距离11号线枫桥路站484米,高区/6层,暂无数据,2室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170610/f192f7c6-05b4-4797-8211-d321af00e96c.jpg_600x450.jpg,,普陀,5000,3,实地看房，好房待租，有钥匙，生活很便利
